"S5","X.G4.3.6.5.","X.G4.1.7.3.","S4","X.G4.2.4.1.","X.G4.3.6.6.","X.G1.1.1.5.","X.G4.2.1.2.","pssm257","X.G4.3.1.5.","X.G1.1.1.13.","X.G4.3.2.14.","LC5.3","X.G4.1.5.1.","X.G4.3.2.12.","X.G4.3.4.12.","X.G4.3.6.11.","X.G4.2.7.3.","X.G4.3.4.11.","LC3.3","X.G4.3.1.6.","LC4.3","X.G4.2.1.1.","X.G4.3.5.10.","X.G4.2.8.2.","X.G4.3.5.1.","X.G4.2.3.2.","X.G4.2.8.3.","LC8.3","X.G4.3.7.9.","Output"
0.012847966,24.197002,20.985011,0.066381156,30.257511,23.982869,4.496788,22.103004,0.241,22.698073,4.496788,99.571734,0.132034483,12.633833,76.659529,76.659529,73.66167,14.806867,73.019272,0.08587931,21.627409,0.108241379,24.678112,81.584582,33.04721,2.569593,24.892704,17.381974,0.007540984,41.541756,-1
0.009569378,24.880383,27.990431,0.081339713,29.016787,27.272727,9.090909,13.908873,0.3543,24.641148,3.110048,99.521531,0.041269231,5.023923,76.076555,76.076555,76.555024,7.434053,73.923445,0.043346154,23.684211,0.017538462,10.551559,70.334928,28.53717,0.956938,16.067146,23.980815,0.08512963,51.913876,-1
0.011111111,23.333333,20.31746,0.033333333,29.72973,21.269841,2.857143,21.462639,0.3724,22.222222,3.968254,100,0.137576923,11.904762,80.793651,80.793651,71.111111,14.308426,73.968254,0.233307692,26.190476,0.177089744,23.688394,83.809524,30.36566,3.174603,25.596184,17.329094,0.141440476,46.190476,-1
0.010327022,20.137694,22.203098,0.055077453,26.724138,28.055077,4.475043,19.827586,0.0896,24.44062,4.991394,99.483649,0.139902778,11.187608,66.781411,66.781411,68.674699,14.137931,78.829604,0.097916667,23.2358,0.131263889,24.137931,71.944923,29.827586,0.688468,23.448276,15.862069,0.00138961,49.913941,-1
0,22.600619,19.814241,0.080495356,30.124224,26.315789,1.857585,20.807453,0.034,24.148607,2.786378,99.071207,0.001925,7.739938,75.541796,75.541796,63.467492,11.490683,74.613003,0.03165,22.600619,0.0144,23.602484,79.256966,32.608696,1.547988,24.84472,13.043478,0.000953488,49.226006,-1
0.006944444,26.25,21.388889,0.0375,25.591099,22.361111,3.055556,22.392211,0.1296,22.916667,2.777778,100,0.042766667,11.666667,77.777778,77.777778,76.388889,13.351878,73.75,0.066811111,23.055556,0.101222222,23.226704,78.194444,29.346314,1.805556,25.312935,14.88178,0.162077778,51.666667,-1
0.031531532,25.225225,22.972973,0.058558559,30.316742,20.720721,4.504505,14.932127,0.0515,27.027027,6.306306,99.54955,0.093666667,9.009009,76.126126,76.126126,75.225225,15.384615,73.423423,0.147333333,21.621622,0.14462963,27.60181,68.018018,24.434389,8.108108,17.647059,18.552036,0.153909091,45.495495,-1
0.009602195,25.240055,20.164609,0.028806584,29.395604,22.085048,4.115226,19.230769,0.2707,23.868313,5.624143,99.588477,0.141549451,11.659808,78.052126,78.052126,71.742112,13.324176,73.662551,0.018450549,21.673525,0.087615385,22.802198,77.229081,31.868132,0.548697,22.39011,16.346154,0.02875,55.418381,-1
0.012068966,23.362069,21.034483,0.019827586,26.833477,24.568966,4.482759,22.605695,0.2601,22.241379,4.655172,99.827586,0.098296552,11.465517,74.137931,74.137931,71.810345,13.028473,74.310345,0.041213793,24.655172,0.087689655,20.793788,77.155172,33.218292,0.431034,25.884383,17.428818,0.349586207,48.362069,-1
0.037974684,18.35443,14.556962,0.126582278,33.121019,37.974684,2.531646,19.10828,0.0279,19.620253,2.531646,98.734177,0.133157895,13.924051,78.481013,78.481013,56.329114,15.923567,76.582278,0.249578947,20.253165,0.109947368,24.840764,82.911392,29.299363,1.898734,24.203822,13.375796,0.00172,45.56962,-1
0.039735099,29.139073,28.476821,0.086092715,32,21.854305,3.311258,14,0.0056,19.86755,5.298013,100,0.010166667,5.960265,82.119205,82.119205,78.807947,10,75.496689,0.098222222,37.748344,0.081944444,22,64.238411,26.666667,17.880795,16.666667,18.666667,0.35068,47.019868,-1
0.018058691,26.862302,23.250564,0.042889391,25.339367,29.119639,2.934537,20.361991,0.1973,26.410835,5.417607,97.065463,0.206272727,13.318284,76.072235,76.072235,67.268623,15.61086,70.654628,0.206981818,24.8307,0.107472727,24.886878,74.492099,30.995475,0.902935,25.791855,14.027149,0.067810345,56.433409,-1
0.023715415,22.134387,23.715415,0.114624506,32.142857,22.529644,3.162055,19.047619,0.0704,24.110672,6.719368,98.814229,0.004741935,11.857708,79.051383,79.051383,73.913043,15.079365,69.565217,0.000193548,24.901186,0.00383871,25.793651,75.098814,27.777778,1.976285,20.238095,18.650794,0.000722222,48.616601,-1
0.043478261,18.478261,20.652174,0.043478261,32.786885,26.630435,7.065217,21.311475,0.1008,32.608696,4.347826,98.913043,0.268652174,10.326087,65.76087,65.76087,71.195652,16.393443,76.086957,0.134,18.478261,0.531782609,27.322404,58.695652,31.693989,2.717391,24.590164,18.032787,0.092521739,56.521739,-1
0.016460905,22.222222,19.753086,0.082304527,29.752066,16.872428,1.234568,19.834711,0.0288,22.222222,2.469136,98.765432,0.113666667,11.522634,79.423868,79.423868,65.020576,11.157025,72.016461,0.015433333,24.691358,0.064966667,23.140496,72.839506,29.338843,6.995885,23.553719,17.355372,0.008060606,41.975309,-1
0.012903226,30.322581,29.032258,0.161290323,20.779221,14.193548,5.16129,13.636364,0.1342,16.774194,5.806452,100,0.012,4.516129,71.612903,71.612903,74.193548,5.844156,78.064516,0.014368421,26.451613,0.034842105,4.545455,71.612903,32.467532,1.290323,16.883117,14.285714,0.001954545,36.774194,-1
0.027586207,22.068966,20.689655,0.089655172,29.166667,23.448276,2.758621,13.888889,0.0365,20.689655,4.137931,98.62069,0.020555556,8.275862,62.758621,62.758621,68.275862,13.888889,69.655172,0.064722222,28.965517,0.096777778,24.305556,83.448276,26.388889,6.206897,15.277778,17.361111,0.001157895,44.137931,-1
0.018927445,23.028391,22.712934,0.063091483,30.696203,32.176656,2.839117,15.506329,0.1306,25.236593,3.154574,99.369085,0.269564103,7.255521,76.971609,76.971609,68.769716,9.177215,73.817035,0.064871795,27.444795,0.249512821,18.670886,80.757098,29.113924,1.26183,17.088608,15.822785,0.1555,45.741325,-1
0.05988024,21.556886,16.766467,0.089820359,20.481928,25.149701,7.185629,28.915663,0.0765,19.760479,2.39521,100,0.36185,12.57485,74.850299,74.850299,73.652695,12.048193,74.251497,0.0021,23.952096,0.70235,20.481928,63.473054,29.518072,1.197605,31.927711,24.698795,0.646259259,37.125749,-1
0.067114094,30.201342,22.147651,0.100671141,26.351351,20.805369,4.697987,23.648649,0.0808,28.85906,2.684564,98.657718,0.390333333,11.409396,73.825503,73.825503,74.496644,17.567568,67.114094,0.487777778,21.47651,0.5405,22.297297,72.483221,29.054054,3.355705,27.702703,20.945946,0.421913043,53.020134,-1
0.052287582,23.529412,28.75817,0.071895425,26.315789,22.875817,5.882353,19.078947,0.0949,20.915033,5.228758,98.69281,0.268578947,9.150327,82.352941,82.352941,65.359477,19.078947,73.856209,0.103368421,27.45098,0.515210526,21.052632,87.581699,36.842105,6.535948,24.342105,17.763158,0.13245,49.019608,-1
0.06,28.666667,24.666667,0.1,21.47651,24.666667,6.666667,25.503356,0.0505,28,4,98.666667,0.208388889,12,73.333333,73.333333,77.333333,16.107383,76,0.097722222,23.333333,0.707277778,21.47651,68,34.228188,4.666667,34.899329,17.449664,0.192666667,48.666667,-1
0.058823529,23.529412,25.490196,0.071895425,24.342105,25.490196,5.228758,19.078947,0.1008,22.875817,4.575163,99.346405,0.277157895,9.803922,79.738562,79.738562,66.013072,18.421053,79.084967,0.111421053,29.411765,0.539789474,23.684211,87.581699,39.473684,4.575163,25.657895,13.815789,0.11885,49.019608,-1
0.050561798,24.157303,24.719101,0.084269663,35.59322,22.47191,3.370787,15.254237,0.061,23.595506,5.617978,100,0.122045455,8.426966,76.966292,76.966292,69.101124,17.514124,73.033708,0.122818182,24.157303,0.592681818,22.033898,88.202247,31.638418,1.685393,16.384181,15.819209,0.133541667,45.505618,-1
0.04787234,15.957447,20.744681,0.074468085,26.203209,24.468085,3.191489,19.786096,0.0914,30.851064,5.319149,100,0.057869565,11.702128,72.87234,72.87234,67.553191,12.834225,70.744681,0.514913043,26.595745,0.437391304,18.716578,75,35.828877,5.319149,22.459893,12.299465,0.090888889,56.382979,-1
