"S5","X.G4.3.6.5.","X.G4.1.7.3.","S4","X.G4.2.4.1.","X.G4.3.6.6.","X.G1.1.1.5.","X.G4.2.1.2.","pssm257","X.G4.3.1.5.","X.G1.1.1.13.","X.G4.3.2.14.","LC5.3","X.G4.1.5.1.","X.G4.3.2.12.","X.G4.3.4.12.","X.G4.3.6.11.","X.G4.2.7.3.","X.G4.3.4.11.","LC3.3","X.G4.3.1.6.","LC4.3","X.G4.2.1.1.","X.G4.3.5.10.","X.G4.2.8.2.","X.G4.3.5.1.","X.G4.2.3.2.","X.G4.2.8.3.","LC8.3","X.G4.3.7.9.","Output"
0.018315018,30.40293,24.542125,0.080586081,28.308824,34.065934,2.197802,18.382353,0.1164,26.739927,5.494505,100,0.326823529,9.52381,72.161172,72.161172,73.260073,9.558824,72.527473,0.038029412,21.245421,0.020676471,19.852941,71.428571,30.514706,4.029304,21.691176,17.279412,0.078285714,50.915751,-1
0.017730496,21.985816,22.340426,0.063829787,31.316726,20.567376,3.191489,20.996441,0.1486,20.921986,4.255319,100,0.009114286,9.574468,74.113475,74.113475,73.404255,13.879004,75.531915,0.120628571,25.177305,0.100628571,24.911032,78.368794,31.316726,0.70922,25.622776,18.86121,0.094189189,47.87234,-1
0.01462766,23.138298,24.734043,0.055851064,25.033289,22.340426,1.994681,20.106525,0.2888,20.478723,5.851064,100,0.024648936,12.898936,71.542553,71.542553,72.87234,17.70972,75.531915,0.174106383,25,0.135297872,27.430093,71.542553,27.962716,0.930851,23.568575,17.976032,0.2775,44.015957,-1
0.009111617,24.145786,20.273349,0.027334852,28.620296,20.842825,1.708428,21.436716,0.3071,22.437358,3.530752,100,0.099009174,12.186788,67.539863,67.539863,76.537585,14.139111,73.006834,0.259587156,23.690205,0.094201835,26.567845,70.045558,28.278221,0.683371,24.743444,17.217788,0.33,45.671982,-1
0.011312217,23.076923,21.266968,0.052036199,23.129252,26.0181,5.429864,27.437642,0.2211,22.171946,3.167421,100,0.093254545,15.837104,74.434389,74.434389,71.945701,16.553288,75.791855,0.084272727,27.60181,0.172909091,21.995465,81.221719,21.315193,3.393665,30.839002,28.571429,0.003894737,50,-1
0.01076716,25.302826,22.745626,0.033647376,27.897574,26.110363,3.903096,21.563342,0.1706,29.74428,4.710633,99.86541,0.253902174,15.343203,77.927322,77.927322,76.177658,15.498652,75.370121,0.240152174,23.418573,0.061554348,26.549865,80.080754,22.641509,0.269179,25.202156,23.584906,0.230828283,51.009421,-1
0.03030303,19.480519,18.614719,0.095238095,34.347826,30.735931,5.194805,20.434783,0.0803,28.571429,3.896104,99.5671,0.313214286,10.38961,77.922078,77.922078,67.532468,12.608696,76.623377,0.215178571,19.480519,0.447857143,19.130435,84.848485,29.130435,3.463203,23.913043,20.869565,0.001371429,48.484848,-1
0.033426184,27.29805,23.119777,0.038997214,28.212291,23.398329,5.292479,24.022346,0.0514,20.05571,2.785515,100,0.323704545,12.534819,71.866295,71.866295,77.158774,17.597765,77.158774,0.425090909,25.626741,0.365454545,25.698324,66.295265,18.156425,0.557103,26.815642,28.212291,0.438156863,40.947075,-1
0.037234043,27.12766,21.276596,0.085106383,22.994652,30.319149,3.723404,18.716578,0.0478,17.021277,1.06383,99.468085,0.348086957,11.702128,75.531915,75.531915,81.914894,13.368984,78.191489,0.015,26.595745,0.103304348,23.529412,63.297872,22.994652,3.723404,24.064171,19.251337,0.106185185,57.978723,-1
0.015789474,25.789474,16.842105,0.052631579,28.496042,26.052632,5.263158,24.802111,0.189,28.421053,2.368421,99.473684,0.129468085,11.842105,76.578947,76.578947,76.052632,13.192612,72.631579,0.122893617,25.789474,0.071106383,20.580475,65,35.356201,0.526316,29.023747,16.886544,0.06627451,57.105263,-1
0.025454545,28,21.818182,0.076363636,34.306569,27.272727,2.909091,18.248175,0.0436,28.727273,2.545455,100,0.230264706,9.818182,73.454545,73.454545,75.272727,9.489051,72,0.203058824,23.272727,0.068617647,23.722628,69.454545,35.40146,1.454545,22.627737,15.328467,0.15927027,55.272727,-1
0.023323615,24.489796,21.865889,0.052478134,22.807018,22.44898,5.539359,28.362573,0.1391,22.157434,4.373178,99.41691,0.07352381,10.495627,74.927114,74.927114,70.845481,12.573099,72.594752,0.13702381,27.113703,0.197285714,14.035088,78.425656,30.116959,6.122449,31.871345,17.54386,0.210142857,46.355685,-1
0.012035011,26.586433,20.021882,0.026258206,29.24425,20.350109,2.625821,23.329682,0.3353,20.021882,2.73523,100,0.212157895,13.019694,67.61488,67.61488,69.256018,15.553122,74.835886,0.262833333,25.382932,0.059070175,25.629792,69.037199,25.191676,2.297593,25.739321,19.824754,0.318784483,47.155361,-1
0.007863696,20.314548,24.246396,0.027522936,31.233596,32.503277,3.27654,16.666667,0.0397,26.081258,3.407602,100,0.020589474,11.402359,64.351245,64.351245,66.710354,18.635171,76.802097,0.010905263,19.397117,0.014726316,30.708661,69.462647,20.997375,0.917431,19.553806,16.929134,0.027316327,52.162516,-1
0.04379562,18.248175,18.248175,0.087591241,23.529412,29.927007,5.839416,16.911765,0.0752,25.547445,2.919708,99.270073,0.324705882,15.328467,69.343066,69.343066,73.722628,12.5,67.883212,0.023411765,18.248175,0.023352941,28.676471,68.613139,21.323529,6.569343,19.852941,20.588235,0.019388889,47.445255,-1
0.010861694,25.199131,21.650978,0.016654598,26.231884,27.588704,5.068791,23.115942,0.2855,24.909486,2.968863,99.855177,0.075104651,12.454743,73.062998,73.062998,72.62853,13.550725,73.280232,0.060453488,26.285301,0.105965116,21.376812,75.090514,29.202899,1.520637,26.811594,20.289855,0.227960452,51.41202,-1
0.015923567,20.382166,18.471338,0.060509554,29.71246,17.515924,5.732484,20.766773,0.0498,23.248408,3.184713,99.681529,0.25325641,10.828025,76.433121,76.433121,84.076433,12.460064,74.522293,0.057025641,23.88535,0.029384615,23.961661,77.388535,26.837061,0.636943,23.322684,20.127796,0.167,49.363057,-1
0.010695187,18.716578,23.101604,0.026737968,30.192719,23.957219,5.13369,19.486081,0.2874,24.705882,3.957219,99.786096,0.159836207,10.588235,76.042781,76.042781,68.128342,14.132762,75.721925,0.127801724,25.561497,0.197025862,24.197002,75.614973,27.408994,1.497326,22.055675,16.381156,0.176,42.994652,-1
0.041958042,16.783217,22.377622,0.083916084,28.169014,34.265734,6.993007,13.380282,0.0807,28.671329,3.496503,96.503497,0.31,9.79021,60.839161,60.839161,71.328671,14.788732,67.832168,0.062176471,16.783217,0.022764706,30.985915,60.839161,23.239437,3.496503,15.492958,21.126761,0.062041667,49.65035,-1
0.021798365,21.253406,22.888283,0.059945504,31.693989,24.250681,3.269755,21.584699,0.1374,25.06812,4.359673,99.72752,0.0354,9.264305,76.566757,76.566757,72.479564,9.836066,76.294278,0.259911111,24.523161,0.132733333,16.120219,77.384196,29.234973,0.544959,23.224044,19.672131,0.207557692,49.86376,-1
0.039130435,19.565217,22.173913,0.091304348,19.213974,22.173913,6.521739,23.580786,0.0357,24.782609,2.173913,98.26087,0.367857143,18.695652,78.695652,78.695652,62.608696,17.030568,68.26087,0.197357143,25.217391,0.146607143,24.454148,82.608696,25.327511,2.608696,30.567686,23.144105,0.018,45.217391,-1
0.009950249,21.890547,22.512438,0.03358209,27.895392,20.39801,2.985075,18.67995,0.3833,21.393035,3.482587,100,0.12967,12.810945,74.751244,74.751244,74.751244,14.94396,76.492537,0.24794,23.134328,0.09652,25.404732,74.626866,25.778331,1.368159,24.034869,20.298879,0.114038462,45.39801,-1
0.027322404,24.590164,24.590164,0.043715847,26.849315,27.595628,3.825137,26.027397,0.0613,22.677596,5.464481,100,0.3398,10.10929,69.672131,69.672131,76.775956,15.068493,77.868852,0.386044444,22.404372,0.306088889,22.191781,68.306011,29.041096,0.546448,27.671233,20.821918,0.405980392,46.994536,-1
